F148W,F169M,F172M,N219M,N279N,f275w,f336w,f475w,f814w,f110w,f160w,Z,log(age)
5.53278E-23,7.03794E-23,8.06199E-23,1.00439E-22,1.43424E-22,1.44E-22,3.02E-22,2.59E-21,1.61E-21,2.06E-21,2.31927E-21,1.00E-03,9.00E+00
3.06113E-23,4.15451E-23,5.217E-23,6.89389E-23,1.08406E-22,1.09E-22,3.30E-22,3.54E-21,2.19E-21,2.93E-21,3.39692E-21,1.00E-03,9.10E+00
1.51268E-23,2.16937E-23,3.157E-23,4.54936E-23,7.40433E-23,7.43E-23,1.97E-22,1.87E-21,1.16E-21,1.50E-21,1.70487E-21,1.00E-03,9.20E+00
5.87493E-24,8.90176E-24,1.61061E-23,2.74852E-23,5.02653E-23,5.06E-23,1.40E-22,1.28E-21,7.91E-22,9.96E-22,1.09846E-21,1.00E-03,9.30E+00
1.95916E-24,3.21326E-24,7.41035E-24,1.60122E-23,3.41733E-23,3.46E-23,1.07E-22,1.04E-21,6.47E-22,8.18E-22,9.04315E-22,1.00E-03,9.40E+00
8.91644E-25,1.49292E-24,3.80852E-24,9.97971E-24,2.42166E-23,2.47E-23,8.44E-23,8.58E-22,5.33E-22,6.76E-22,7.47101E-22,1.00E-03,9.50E+00
4.22593E-25,7.35708E-25,2.08184E-24,6.64037E-24,1.81001E-23,1.85E-23,6.66E-23,6.95E-22,4.31E-22,5.49E-22,6.07381E-22,1.00E-03,9.60E+00
1.66567E-25,3.27294E-25,1.08051E-24,4.34131E-24,1.28084E-23,1.31E-23,4.07E-23,3.93E-22,2.44E-22,3.02E-22,3.25526E-22,1.00E-03,9.70E+00
1.18545E-25,1.89879E-25,5.21675E-25,2.5297E-24,9.0821E-24,9.46E-24,4.06E-23,4.51E-22,2.80E-22,3.59E-22,3.9707E-22,1.00E-03,9.80E+00
7.35429E-26,1.1082E-25,3.14989E-25,1.88504E-24,7.55997E-24,7.92E-24,3.66E-23,4.18E-22,2.60E-22,3.36E-22,3.75499E-22,1.00E-03,9.90E+00
2.59686E-26,4.56E-26,1.56408E-25,1.18526E-24,5.05063E-24,5.28E-24,2.09E-23,2.19E-22,1.36E-22,1.70E-22,1.8224E-22,1.00E-03,1.00E+01
9.26384E-26,1.27827E-25,2.63578E-25,1.19483E-24,5.2933E-24,5.63E-24,3.24E-23,3.91E-22,2.42E-22,3.19E-22,3.62488E-22,1.00E-03,1.01E+01
3.12929E-25,4.03761E-25,4.8846E-25,8.85713E-25,2.61501E-24,2.73E-24,1.29E-23,1.44E-22,8.95E-23,1.16E-22,1.27759E-22,1.00E-03,1.02E+01
1.41652E-24,1.51112E-24,1.55366E-24,1.9038E-24,3.33013E-24,3.44E-24,1.31E-23,1.55E-22,9.64E-23,1.27E-22,1.44077E-22,1.00E-03,1.03E+01
1.43937E-24,1.42801E-24,1.40318E-24,1.55175E-24,2.51935E-24,2.63E-24,9.89E-24,1.20E-22,7.45E-23,9.84E-23,1.10425E-22,1.00E-03,1.04E+01
1.72755E-24,1.64871E-24,1.59167E-24,1.6602E-24,2.59221E-24,2.72E-24,9.72E-24,1.16E-22,7.20E-23,9.45E-23,1.05402E-22,1.00E-03,1.05E+01
2.10347E-24,1.93245E-24,1.8169E-24,1.70198E-24,2.46745E-24,2.64E-24,1.39E-23,1.91E-22,1.19E-22,1.63E-22,1.90416E-22,1.00E-03,1.06E+01
9.10507E-25,8.1733E-25,7.4955E-25,6.58227E-25,8.83202E-25,9.47E-25,4.98E-24,6.99E-23,4.34E-23,5.96E-23,6.86834E-23,1.00E-03,1.07E+01
1.09577E-24,9.98901E-25,9.19168E-25,7.89711E-25,9.59739E-25,1.03E-24,5.36E-24,7.53E-23,4.67E-23,6.41E-23,7.41151E-23,1.00E-03,1.08E+01
6.95522E-25,6.2232E-25,5.63253E-25,4.90804E-25,8.00854E-25,8.89E-25,7.90E-24,1.18E-22,7.29E-23,1.02E-22,1.20201E-22,1.00E-03,1.09E+01
2.29899E-29,2.90445E-29,4.79565E-29,2.04659E-27,3.68856E-26,4.05E-26,4.19E-25,6.09E-24,3.78E-24,5.17E-24,5.71285E-24,1.00E-03,1.10E+01
8.63933E-20,7.86177E-20,7.24093E-20,6.10727E-20,4.02872E-20,4.21E-20,6.36E-21,1.33E-20,8.28E-21,4.98E-21,2.66763E-21,2.00E-03,6.00E+00
9.64198E-20,8.81987E-20,8.16641E-20,6.91016E-20,4.57822E-20,4.78E-20,7.21E-21,1.51E-20,9.37E-21,5.61E-21,2.99545E-21,2.00E-03,6.10E+00
1.10037E-19,1.01016E-19,9.4388E-20,8.07626E-20,5.43172E-20,5.66E-20,8.68E-21,1.83E-20,1.14E-20,6.82E-21,3.63555E-21,2.00E-03,6.20E+00
1.32771E-19,1.22923E-19,1.16743E-19,1.02666E-19,7.32497E-20,7.60E-20,1.62E-20,6.09E-20,3.78E-20,3.59E-20,3.17687E-20,2.00E-03,6.30E+00
1.28782E-19,1.19398E-19,1.13737E-19,1.00609E-19,7.30437E-20,7.58E-20,1.66E-20,7.79E-20,4.84E-20,5.23E-20,5.20917E-20,2.00E-03,6.40E+00
9.95086E-20,9.18618E-20,8.70732E-20,7.65818E-20,5.46416E-20,5.67E-20,1.15E-20,4.17E-20,2.59E-20,2.44E-20,2.17719E-20,2.00E-03,6.50E+00
7.79751E-20,7.19567E-20,6.85971E-20,6.09441E-20,4.45776E-20,4.61E-20,1.05E-20,2.98E-20,1.85E-20,1.45E-20,1.03465E-20,2.00E-03,6.60E+00
6.07223E-20,5.59877E-20,5.38442E-20,4.87086E-20,3.69742E-20,3.81E-20,1.22E-20,4.14E-20,2.57E-20,2.27E-20,1.78739E-20,2.00E-03,6.70E+00
4.44055E-20,4.06448E-20,3.9137E-20,3.52893E-20,2.67977E-20,2.76E-20,9.59E-21,4.99E-20,3.10E-20,3.55E-20,3.64883E-20,2.00E-03,6.80E+00
3.36293E-20,3.0725E-20,2.95444E-20,2.64708E-20,2.01877E-20,2.08E-20,6.78E-21,3.64E-20,2.26E-20,2.68E-20,2.88893E-20,2.00E-03,6.90E+00
2.45006E-20,2.25507E-20,2.16804E-20,1.93238E-20,1.50488E-20,1.55E-20,5.20E-21,2.75E-20,1.71E-20,2.00E-20,2.13997E-20,2.00E-03,7.00E+00
1.77528E-20,1.64245E-20,1.58058E-20,1.42464E-20,1.17536E-20,1.21E-20,4.69E-21,2.00E-20,1.24E-20,1.30E-20,1.24195E-20,2.00E-03,7.10E+00
1.30142E-20,1.21141E-20,1.16584E-20,1.05965E-20,9.03841E-21,9.25E-21,3.47E-21,1.32E-20,8.20E-21,7.96E-21,7.20311E-21,2.00E-03,7.20E+00
9.85629E-21,9.19248E-21,8.91016E-21,8.22888E-21,7.04715E-21,7.21E-21,2.65E-21,9.69E-21,6.01E-21,5.70E-21,5.09136E-21,2.00E-03,7.30E+00
7.56696E-21,7.04137E-21,6.83416E-21,6.31783E-21,5.36966E-21,5.50E-21,2.18E-21,8.92E-21,5.54E-21,5.59E-21,5.27018E-21,2.00E-03,7.40E+00
5.89438E-21,5.54267E-21,5.39315E-21,5.05634E-21,4.4024E-21,4.50E-21,2.12E-21,9.12E-21,5.66E-21,5.82E-21,5.49339E-21,2.00E-03,7.50E+00
4.56467E-21,4.33244E-21,4.22028E-21,4.00423E-21,3.55405E-21,3.63E-21,1.92E-21,8.47E-21,5.26E-21,5.39E-21,4.99643E-21,2.00E-03,7.60E+00
3.55162E-21,3.39363E-21,3.30417E-21,3.16244E-21,2.83769E-21,2.89E-21,1.59E-21,7.44E-21,4.62E-21,4.82E-21,4.51759E-21,2.00E-03,7.70E+00
2.87717E-21,2.77274E-21,2.70597E-21,2.63297E-21,2.42553E-21,2.47E-21,1.54E-21,7.21E-21,4.47E-21,4.66E-21,4.32706E-21,2.00E-03,7.80E+00
2.33292E-21,2.26723E-21,2.21206E-21,2.17757E-21,2.03127E-21,2.06E-21,1.27E-21,7.17E-21,4.45E-21,5.31E-21,5.79334E-21,2.00E-03,7.90E+00
1.80398E-21,1.77416E-21,1.73652E-21,1.74133E-21,1.67181E-21,1.69E-21,1.20E-21,7.79E-21,4.83E-21,6.01E-21,6.76202E-21,2.00E-03,8.00E+00
1.36325E-21,1.35666E-21,1.33357E-21,1.36106E-21,1.34195E-21,1.35E-21,1.04E-21,6.52E-21,4.04E-21,4.79E-21,5.12425E-21,2.00E-03,8.10E+00
1.04855E-21,1.05777E-21,1.04624E-21,1.08959E-21,1.10803E-21,1.12E-21,9.56E-22,6.78E-21,4.21E-21,5.40E-21,6.24906E-21,2.00E-03,8.20E+00
7.52846E-22,7.71128E-22,7.69202E-22,8.19577E-22,8.6485E-22,8.69E-22,8.34E-22,5.67E-21,3.52E-21,4.36E-21,4.88477E-21,2.00E-03,8.30E+00
5.20446E-22,5.44346E-22,5.49571E-22,6.01286E-22,6.62084E-22,6.64E-22,7.07E-22,4.86E-21,3.01E-21,3.80E-21,4.33927E-21,2.00E-03,8.40E+00
3.32909E-22,3.56278E-22,3.64945E-22,4.08697E-22,4.70486E-22,4.72E-22,6.00E-22,4.60E-21,2.85E-21,3.77E-21,4.46911E-21,2.00E-03,8.50E+00
2.33814E-22,2.57539E-22,2.68445E-22,3.0684E-22,3.64597E-22,3.65E-22,4.74E-22,3.18E-21,1.97E-21,2.45E-21,2.75761E-21,2.00E-03,8.60E+00
1.43515E-22,1.6377E-22,1.74936E-22,2.05076E-22,2.56487E-22,2.57E-22,4.16E-22,3.28E-21,2.04E-21,2.65E-21,3.08485E-21,2.00E-03,8.70E+00
9.53231E-23,1.14489E-22,1.26403E-22,1.52703E-22,1.98855E-22,1.99E-22,3.36E-22,2.49E-21,1.54E-21,1.95E-21,2.20828E-21,2.00E-03,8.80E+00
5.98188E-23,7.64584E-23,8.88783E-23,1.11369E-22,1.5312E-22,1.53E-22,3.19E-22,2.82E-21,1.75E-21,2.32E-21,2.72603E-21,2.00E-03,8.90E+00
3.54629E-23,4.87748E-23,6.23747E-23,8.26239E-23,1.21181E-22,1.22E-22,2.88E-22,2.55E-21,1.59E-21,2.07E-21,2.38167E-21,2.00E-03,9.00E+00
1.76776E-23,2.61732E-23,3.96154E-23,5.78325E-23,9.29059E-23,9.37E-23,2.68E-22,2.67E-21,1.66E-21,2.22E-21,2.60191E-21,2.00E-03,9.10E+00
7.59259E-24,1.13554E-23,2.09967E-23,3.64224E-23,6.49628E-23,6.59E-23,2.26E-22,2.58E-21,1.60E-21,2.21E-21,2.66684E-21,2.00E-03,9.20E+00
2.95484E-24,4.46884E-24,9.59353E-24,2.07804E-23,4.2052E-23,4.29E-23,1.42E-22,1.44E-21,8.95E-22,1.17E-21,1.33802E-21,2.00E-03,9.30E+00
1.39112E-24,2.09586E-24,4.51981E-24,1.18027E-23,2.76644E-23,2.85E-23,1.03E-22,1.07E-21,6.66E-22,8.68E-22,9.89448E-22,2.00E-03,9.40E+00
3.96315E-25,6.69337E-25,1.8095E-24,6.41789E-24,1.81203E-23,1.89E-23,7.71E-23,8.38E-22,5.20E-22,6.80E-22,7.75862E-22,2.00E-03,9.50E+00
1.70395E-25,3.10479E-25,9.18E-25,4.04459E-24,1.27982E-23,1.34E-23,5.24E-23,5.55E-22,3.45E-22,4.46E-22,5.04519E-22,2.00E-03,9.60E+00
1.0314E-25,1.69354E-25,4.97817E-25,2.53776E-24,9.09605E-24,9.64E-24,4.64E-23,5.31E-22,3.30E-22,4.34E-22,4.96033E-22,2.00E-03,9.70E+00
8.48853E-26,1.21273E-25,2.83991E-25,1.62207E-24,6.73842E-24,7.23E-24,3.90E-23,4.60E-22,2.85E-22,3.77E-22,4.31185E-22,2.00E-03,9.80E+00
1.9122E-26,3.70574E-26,1.32055E-25,1.1048E-24,5.03137E-24,5.40E-24,2.56E-23,2.78E-22,1.73E-22,2.21E-22,2.44329E-22,2.00E-03,9.90E+00
4.2424E-26,4.70951E-26,8.36854E-26,6.37996E-25,3.49737E-24,3.84E-24,2.45E-23,3.02E-22,1.87E-22,2.50E-22,2.87011E-22,2.00E-03,1.00E+01
9.12747E-27,1.42496E-26,4.49939E-26,5.51521E-25,3.20332E-24,3.50E-24,1.94E-23,2.21E-22,1.37E-22,1.77E-22,1.97327E-22,2.00E-03,1.01E+01
3.95551E-26,3.93581E-26,4.66897E-26,2.06903E-25,1.64869E-24,1.89E-24,2.00E-23,2.78E-22,1.73E-22,2.39E-22,2.83615E-22,2.00E-03,1.02E+01
2.99249E-26,4.8954E-26,9.51375E-26,2.77149E-25,1.32059E-24,1.45E-24,1.14E-23,1.45E-22,9.01E-23,1.22E-22,1.42096E-22,2.00E-03,1.03E+01
4.07887E-25,4.83937E-25,5.31101E-25,7.05596E-25,1.54665E-24,1.64E-24,9.09E-24,1.12E-22,6.97E-23,9.43E-23,1.08579E-22,2.00E-03,1.04E+01
8.7636E-25,9.14091E-25,9.21693E-25,1.05492E-24,1.75532E-24,1.85E-24,8.37E-24,1.06E-22,6.59E-23,8.94E-23,1.03268E-22,2.00E-03,1.05E+01
1.18996E-24,1.16099E-24,1.13138E-24,1.17391E-24,1.94018E-24,2.10E-24,1.37E-23,1.94E-22,1.20E-22,1.69E-22,2.04048E-22,2.00E-03,1.06E+01
1.64448E-24,1.515E-24,1.43615E-24,1.28688E-24,1.34188E-24,1.42E-24,5.92E-24,8.71E-23,5.41E-23,7.70E-23,9.27224E-23,2.00E-03,1.07E+01
5.68961E-25,5.15328E-25,4.78157E-25,4.09887E-25,5.10266E-25,5.55E-25,3.73E-24,5.57E-23,3.46E-23,4.87E-23,5.75468E-23,2.00E-03,1.08E+01
7.85902E-25,7.19236E-25,6.68793E-25,5.7442E-25,7.31094E-25,8.15E-25,7.40E-24,1.16E-22,7.17E-23,1.03E-22,1.25734E-22,2.00E-03,1.09E+01
2.78918E-25,2.46356E-25,2.2429E-25,1.91627E-25,1.67983E-25,1.82E-25,1.11E-24,1.78E-23,1.10E-23,1.59E-23,1.92414E-23,2.00E-03,1.10E+01
8.76445E-20,7.98094E-20,7.39187E-20,6.27093E-20,4.17927E-20,4.36E-20,6.64E-21,1.39E-20,8.63E-21,5.18E-21,2.76594E-21,3.00E-03,6.00E+00
1.00841E-19,9.23234E-20,8.62141E-20,7.35449E-20,4.92414E-20,5.14E-20,7.79E-21,1.63E-20,1.01E-20,6.06E-21,3.2371E-21,3.00E-03,6.10E+00
1.17446E-19,1.07853E-19,1.01709E-19,8.79714E-20,6.0043E-20,6.25E-20,9.73E-21,2.06E-20,1.28E-20,7.69E-21,4.10167E-21,3.00E-03,6.20E+00
1.39311E-19,1.289E-19,1.23516E-19,1.09989E-19,7.98911E-20,8.29E-20,1.83E-20,6.77E-20,4.20E-20,3.92E-20,3.35895E-20,3.00E-03,6.30E+00
1.31879E-19,1.22289E-19,1.1761E-19,1.05639E-19,7.88432E-20,8.17E-20,2.11E-20,1.16E-19,7.19E-20,7.96E-20,7.81043E-20,3.00E-03,6.40E+00
1.00289E-19,9.22787E-20,8.79947E-20,7.81649E-20,5.66865E-20,5.88E-20,1.14E-20,3.46E-20,2.15E-20,1.82E-20,1.48001E-20,3.00E-03,6.50E+00
7.7934E-20,7.13799E-20,6.84905E-20,6.15587E-20,4.54477E-20,4.70E-20,9.95E-21,2.75E-20,1.71E-20,1.33E-20,9.58946E-21,3.00E-03,6.60E+00
6.09091E-20,5.55315E-20,5.37069E-20,4.87678E-20,3.66877E-20,3.78E-20,8.97E-21,2.93E-20,1.82E-20,1.64E-20,1.40692E-20,3.00E-03,6.70E+00
4.45357E-20,4.05041E-20,3.92525E-20,3.57729E-20,2.75754E-20,2.84E-20,8.62E-21,4.53E-20,2.81E-20,3.33E-20,3.57697E-20,3.00E-03,6.80E+00
3.30898E-20,2.99992E-20,2.89873E-20,2.60548E-20,2.01121E-20,2.07E-20,5.89E-21,3.56E-20,2.21E-20,2.84E-20,3.2737E-20,3.00E-03,6.90E+00
2.34948E-20,2.14033E-20,2.06573E-20,1.84618E-20,1.46315E-20,1.51E-20,4.59E-21,2.84E-20,1.76E-20,2.27E-20,2.62854E-20,3.00E-03,7.00E+00
1.66684E-20,1.52244E-20,1.46387E-20,1.30536E-20,1.07772E-20,1.11E-20,4.16E-21,2.25E-20,1.40E-20,1.66E-20,1.77054E-20,3.00E-03,7.10E+00
1.21946E-20,1.12122E-20,1.08278E-20,9.80352E-21,8.37134E-21,8.59E-21,3.42E-21,1.54E-20,9.56E-21,1.04E-20,1.04627E-20,3.00E-03,7.20E+00
9.36877E-21,8.67761E-21,8.48415E-21,7.88886E-21,6.75986E-21,6.92E-21,2.55E-21,1.09E-20,6.74E-21,7.11E-21,7.07817E-21,3.00E-03,7.30E+00
7.3292E-21,6.78978E-21,6.63608E-21,6.16264E-21,5.2495E-21,5.38E-21,2.13E-21,1.01E-20,6.29E-21,6.98E-21,7.17654E-21,3.00E-03,7.40E+00
5.67824E-21,5.31394E-21,5.19989E-21,4.89197E-21,4.25694E-21,4.36E-21,2.04E-21,1.01E-20,6.28E-21,7.00E-21,7.10402E-21,3.00E-03,7.50E+00
4.39754E-21,4.16062E-21,4.07082E-21,3.88225E-21,3.45008E-21,3.52E-21,1.81E-21,9.25E-21,5.74E-21,6.36E-21,6.37263E-21,3.00E-03,7.60E+00
3.4738E-21,3.3228E-21,3.25045E-21,3.14327E-21,2.84953E-21,2.90E-21,1.56E-21,7.87E-21,4.88E-21,5.32E-21,5.23822E-21,3.00E-03,7.70E+00
2.71889E-21,2.63088E-21,2.57525E-21,2.53274E-21,2.36173E-21,2.40E-21,1.50E-21,7.73E-21,4.80E-21,5.14E-21,4.90725E-21,3.00E-03,7.80E+00
2.19459E-21,2.14668E-21,2.10441E-21,2.09799E-21,1.98372E-21,2.01E-21,1.22E-21,7.42E-21,4.61E-21,5.78E-21,6.61863E-21,3.00E-03,7.90E+00
1.75437E-21,1.73746E-21,1.70934E-21,1.73471E-21,1.68363E-21,1.70E-21,1.16E-21,7.36E-21,4.57E-21,5.71E-21,6.47402E-21,3.00E-03,8.00E+00
1.31931E-21,1.32445E-21,1.30996E-21,1.35646E-21,1.35549E-21,1.36E-21,1.05E-21,7.02E-21,4.36E-21,5.54E-21,6.37007E-21,3.00E-03,8.10E+00
9.60727E-22,9.8055E-22,9.77399E-22,1.0375E-21,1.07689E-21,1.08E-21,9.77E-22,6.91E-21,4.29E-21,5.59E-21,6.55881E-21,3.00E-03,8.20E+00
6.66555E-22,6.92408E-22,6.96935E-22,7.56163E-22,8.07921E-22,8.10E-22,7.80E-22,5.33E-21,3.31E-21,4.25E-21,4.93128E-21,3.00E-03,8.30E+00
4.67391E-22,4.9585E-22,5.05445E-22,5.61463E-22,6.2231E-22,6.23E-22,6.70E-22,4.52E-21,2.81E-21,3.60E-21,4.17568E-21,3.00E-03,8.40E+00
3.05515E-22,3.32382E-22,3.44542E-22,3.91347E-22,4.51809E-22,4.53E-22,6.00E-22,4.57E-21,2.84E-21,3.77E-21,4.48677E-21,3.00E-03,8.50E+00
1.95769E-22,2.20951E-22,2.34565E-22,2.73852E-22,3.29145E-22,3.29E-22,4.49E-22,2.91E-21,1.81E-21,2.23E-21,2.49664E-21,3.00E-03,8.60E+00
1.20382E-22,1.41943E-22,1.55621E-22,1.86972E-22,2.37004E-22,2.38E-22,4.00E-22,2.93E-21,1.82E-21,2.30E-21,2.61113E-21,3.00E-03,8.70E+00
7.32697E-23,9.22041E-23,1.06471E-22,1.32975E-22,1.76763E-22,1.77E-22,3.32E-22,2.74E-21,1.70E-21,2.30E-21,2.77136E-21,3.00E-03,8.80E+00
4.10239E-23,5.63466E-23,7.13499E-23,9.44029E-23,1.34278E-22,1.35E-22,3.08E-22,2.84E-21,1.76E-21,2.41E-21,2.89713E-21,3.00E-03,8.90E+00
2.39611E-23,3.48439E-23,5.05779E-23,7.22298E-23,1.09337E-22,1.10E-22,2.83E-22,2.73E-21,1.70E-21,2.32E-21,2.78448E-21,3.00E-03,9.00E+00
1.16265E-23,1.71006E-23,2.94773E-23,4.84913E-23,8.18723E-23,8.32E-23,2.67E-22,2.90E-21,1.80E-21,2.49E-21,3.00918E-21,3.00E-03,9.10E+00
4.50304E-24,6.75845E-24,1.4071E-23,2.91438E-23,5.5763E-23,5.69E-23,2.00E-22,2.29E-21,1.42E-21,2.00E-21,2.4377E-21,3.00E-03,9.20E+00
2.1249E-24,3.10332E-24,6.48697E-24,1.63897E-23,3.62089E-23,3.73E-23,1.30E-22,1.34E-21,8.32E-22,1.10E-21,1.28092E-21,3.00E-03,9.30E+00
9.04152E-25,1.35346E-24,2.84351E-24,8.78047E-24,2.29528E-23,2.39E-23,9.77E-23,1.09E-21,6.75E-22,9.09E-22,1.07086E-21,3.00E-03,9.40E+00
3.15614E-25,5.03655E-25,1.16521E-24,4.65706E-24,1.47988E-23,1.57E-23,7.36E-23,8.45E-22,5.25E-22,7.06E-22,8.2754E-22,3.00E-03,9.50E+00
1.40993E-25,2.30106E-25,5.7074E-25,2.72667E-24,1.00016E-23,1.07E-23,5.62E-23,6.63E-22,4.11E-22,5.54E-22,6.47161E-22,3.00E-03,9.60E+00
7.1285E-26,1.0513E-25,2.81491E-25,1.68841E-24,7.19798E-24,7.83E-24,4.60E-23,5.60E-22,3.47E-22,4.70E-22,5.5191E-22,3.00E-03,9.70E+00
5.51303E-26,7.93432E-26,1.72694E-25,1.13607E-24,5.49184E-24,6.03E-24,3.70E-23,4.45E-22,2.76E-22,3.69E-22,4.27619E-22,3.00E-03,9.80E+00
3.19302E-26,4.31012E-26,9.58047E-26,7.03839E-25,3.68109E-24,4.05E-24,2.34E-23,2.74E-22,1.70E-22,2.26E-22,2.59594E-22,3.00E-03,9.90E+00
3.49437E-26,3.68493E-26,5.7162E-26,4.3714E-25,2.85028E-24,3.21E-24,2.39E-23,3.04E-22,1.88E-22,2.56E-22,3.00685E-22,3.00E-03,1.00E+01
1.15806E-26,1.42372E-26,3.16215E-26,3.34825E-25,2.23199E-24,2.50E-24,1.64E-23,1.97E-22,1.22E-22,1.62E-22,1.85731E-22,3.00E-03,1.01E+01
4.03953E-26,3.95256E-26,4.46167E-26,1.70169E-25,1.54527E-24,1.81E-24,2.14E-23,3.07E-22,1.90E-22,2.69E-22,3.26841E-22,3.00E-03,1.02E+01
7.75667E-27,7.44363E-27,8.12279E-27,5.05138E-26,6.42802E-25,7.56E-25,8.48E-24,1.16E-22,7.22E-23,9.98E-23,1.16882E-22,3.00E-03,1.03E+01
3.26134E-27,3.3771E-27,5.35902E-27,4.79058E-26,5.7248E-25,6.69E-25,7.50E-24,1.03E-22,6.39E-23,8.85E-23,1.03729E-22,3.00E-03,1.04E+01
1.07117E-25,1.47997E-25,1.9644E-25,3.05999E-25,8.72649E-25,9.50E-25,7.38E-24,9.60E-23,5.96E-23,8.25E-23,9.66458E-23,3.00E-03,1.05E+01
5.32395E-25,5.82298E-25,6.03853E-25,7.20585E-25,1.34253E-24,1.43E-24,7.82E-24,9.93E-23,6.16E-23,8.42E-23,9.76342E-23,3.00E-03,1.06E+01
8.9681E-25,8.9146E-25,8.76166E-25,9.02684E-25,1.15243E-24,1.22E-24,8.62E-24,1.40E-22,8.68E-23,1.29E-22,1.6349E-22,3.00E-03,1.07E+01
1.23368E-24,1.12995E-24,1.07521E-24,9.68854E-25,9.2115E-25,9.65E-25,3.52E-24,5.61E-23,3.48E-23,5.14E-23,6.32716E-23,3.00E-03,1.08E+01
7.02912E-25,6.24233E-25,5.84089E-25,5.08069E-25,6.10911E-25,6.81E-25,6.84E-24,1.11E-22,6.90E-23,1.01E-22,1.25606E-22,3.00E-03,1.09E+01
1.31653E-27,1.32441E-27,1.35109E-27,1.69057E-27,1.82221E-26,2.12E-26,3.92E-25,6.23E-24,3.87E-24,5.44E-24,6.20403E-24,3.00E-03,1.10E+01
8.90915E-20,8.1045E-20,7.5289E-20,6.40056E-20,4.27362E-20,4.46E-20,6.81E-21,1.44E-20,8.94E-21,5.38E-21,2.85026E-21,4.00E-03,6.00E+00
1.0563E-19,9.67081E-20,9.08014E-20,7.78908E-20,5.24305E-20,5.47E-20,8.34E-21,1.76E-20,1.09E-20,6.53E-21,3.4646E-21,4.00E-03,6.10E+00
1.23717E-19,1.13545E-19,1.07718E-19,9.39061E-20,6.47098E-20,6.74E-20,1.06E-20,2.26E-20,1.40E-20,8.43E-21,4.4765E-21,4.00E-03,6.20E+00
1.47358E-19,1.35987E-19,1.31233E-19,1.18023E-19,8.71186E-20,9.03E-20,1.96E-20,7.03E-20,4.36E-20,3.96E-20,3.30935E-20,4.00E-03,6.30E+00
1.36379E-19,1.26464E-19,1.22361E-19,1.11516E-19,8.57438E-20,8.85E-20,2.22E-20,1.04E-19,6.42E-20,6.85E-20,6.64198E-20,4.00E-03,6.40E+00
1.01772E-19,9.3096E-20,8.92166E-20,8.01501E-20,5.90285E-20,6.11E-20,1.23E-20,3.74E-20,2.32E-20,1.97E-20,1.59264E-20,4.00E-03,6.50E+00
7.8343E-20,7.12003E-20,6.85389E-20,6.22768E-20,4.61085E-20,4.77E-20,9.81E-21,2.69E-20,1.67E-20,1.31E-20,9.66607E-21,4.00E-03,6.60E+00
6.0859E-20,5.47995E-20,5.28868E-20,4.81446E-20,3.55366E-20,3.67E-20,7.95E-21,2.61E-20,1.62E-20,1.53E-20,1.38653E-20,4.00E-03,6.70E+00
4.5429E-20,4.09345E-20,3.9607E-20,3.62287E-20,2.75759E-20,2.84E-20,7.42E-21,4.03E-20,2.50E-20,3.09E-20,3.43854E-20,4.00E-03,6.80E+00
