F148W,F169M,F172M,N219M,N279N,f275w,f336w,f475w,f814w,f110w,f160w,Z,log(age)
3.3383E-20,3.00516E-20,2.90731E-20,2.6507E-20,2.04409E-20,2.11E-20,5.47E-21,3.52E-20,2.19E-20,2.99E-20,3.61503E-20,4.00E-03,6.90E+00
2.30612E-20,2.08324E-20,2.01156E-20,1.81977E-20,1.44731E-20,1.49E-20,4.16E-21,2.92E-20,1.81E-20,2.51E-20,3.06802E-20,4.00E-03,7.00E+00
1.63503E-20,1.48252E-20,1.42736E-20,1.27609E-20,1.05676E-20,1.09E-20,3.27E-21,2.29E-20,1.42E-20,1.92E-20,2.3147E-20,4.00E-03,7.10E+00
1.19484E-20,1.08741E-20,1.05494E-20,9.53395E-21,7.9302E-21,8.16E-21,2.52E-21,1.74E-20,1.08E-20,1.44E-20,1.72116E-20,4.00E-03,7.20E+00
9.04732E-21,8.35536E-21,8.22442E-21,7.69972E-21,6.61713E-21,6.78E-21,2.49E-21,1.18E-20,7.34E-21,8.29E-21,8.75194E-21,4.00E-03,7.30E+00
7.10577E-21,6.59353E-21,6.49123E-21,6.10663E-21,5.27516E-21,5.40E-21,2.16E-21,1.01E-20,6.29E-21,7.02E-21,7.25808E-21,4.00E-03,7.40E+00
5.52757E-21,5.18206E-21,5.10054E-21,4.85564E-21,4.27225E-21,4.37E-21,2.02E-21,9.92E-21,6.16E-21,6.88E-21,7.01323E-21,4.00E-03,7.50E+00
4.27972E-21,4.06101E-21,3.99443E-21,3.85577E-21,3.46895E-21,3.54E-21,1.82E-21,9.11E-21,5.66E-21,6.24E-21,6.21931E-21,4.00E-03,7.60E+00
3.3747E-21,3.24075E-21,3.18458E-21,3.11514E-21,2.85301E-21,2.90E-21,1.51E-21,7.54E-21,4.68E-21,5.13E-21,5.10663E-21,4.00E-03,7.70E+00
2.64086E-21,2.56824E-21,2.52811E-21,2.51893E-21,2.37419E-21,2.41E-21,1.47E-21,7.40E-21,4.59E-21,4.96E-21,4.80339E-21,4.00E-03,7.80E+00
2.12714E-21,2.0941E-21,2.06462E-21,2.09023E-21,2.01204E-21,2.03E-21,1.28E-21,7.14E-21,4.43E-21,5.38E-21,5.95806E-21,4.00E-03,7.90E+00
1.66757E-21,1.66465E-21,1.64662E-21,1.69715E-21,1.67557E-21,1.69E-21,1.17E-21,6.93E-21,4.30E-21,5.24E-21,5.80136E-21,4.00E-03,8.00E+00
1.2595E-21,1.27386E-21,1.26686E-21,1.33159E-21,1.34967E-21,1.36E-21,1.06E-21,6.77E-21,4.20E-21,5.35E-21,6.16502E-21,4.00E-03,8.10E+00
9.53853E-22,9.80942E-22,9.83064E-22,1.05628E-21,1.10323E-21,1.11E-21,9.45E-22,5.67E-21,3.52E-21,4.23E-21,4.61915E-21,4.00E-03,8.20E+00
6.79204E-22,7.12037E-22,7.21137E-22,7.92576E-22,8.51228E-22,8.52E-22,8.18E-22,5.87E-21,3.64E-21,4.97E-21,6.0946E-21,4.00E-03,8.30E+00
4.41982E-22,4.74379E-22,4.87595E-22,5.49117E-22,6.12541E-22,6.13E-22,7.03E-22,4.99E-21,3.10E-21,4.07E-21,4.80282E-21,4.00E-03,8.40E+00
2.86828E-22,3.16691E-22,3.31661E-22,3.82485E-22,4.42971E-22,4.43E-22,5.69E-22,3.92E-21,2.43E-21,3.14E-21,3.65341E-21,4.00E-03,8.50E+00
1.84977E-22,2.12366E-22,2.28325E-22,2.70546E-22,3.27272E-22,3.27E-22,4.74E-22,3.36E-21,2.08E-21,2.77E-21,3.30537E-21,4.00E-03,8.60E+00
1.05775E-22,1.28627E-22,1.44663E-22,1.77731E-22,2.28082E-22,2.29E-22,4.09E-22,3.18E-21,1.97E-21,2.64E-21,3.13833E-21,4.00E-03,8.70E+00
5.83355E-23,7.66647E-23,9.30957E-23,1.20423E-22,1.6418E-22,1.65E-22,3.62E-22,3.50E-21,2.17E-21,3.10E-21,3.8812E-21,4.00E-03,8.80E+00
2.98978E-23,4.31998E-23,5.99945E-23,8.39656E-23,1.23274E-22,1.24E-22,3.06E-22,2.84E-21,1.76E-21,2.43E-21,2.93547E-21,4.00E-03,8.90E+00
1.56735E-23,2.33973E-23,3.81132E-23,5.92913E-23,9.39463E-23,9.51E-23,2.85E-22,3.14E-21,1.95E-21,2.78E-21,3.45906E-21,4.00E-03,9.00E+00
7.06542E-24,1.05459E-23,2.0669E-23,3.93549E-23,7.05942E-23,7.21E-23,2.31E-22,2.37E-21,1.47E-21,2.01E-21,2.40539E-21,4.00E-03,9.10E+00
3.74482E-24,5.25629E-24,1.0358E-23,2.37739E-23,4.82305E-23,4.96E-23,1.88E-22,2.30E-21,1.43E-21,2.07E-21,2.5928E-21,4.00E-03,9.20E+00
2.00576E-24,2.82477E-24,5.224E-24,1.3851E-23,3.23938E-23,3.36E-23,1.25E-22,1.34E-21,8.34E-22,1.13E-21,1.34753E-21,4.00E-03,9.30E+00
5.74016E-25,8.78765E-25,1.88575E-24,6.68227E-24,1.95906E-23,2.07E-23,9.69E-23,1.13E-21,7.02E-22,9.66E-22,1.1583E-21,4.00E-03,9.40E+00
2.27721E-25,3.52239E-25,7.7747E-25,3.42765E-24,1.23072E-23,1.33E-23,7.17E-23,8.65E-22,5.37E-22,7.40E-22,8.85658E-22,4.00E-03,9.50E+00
1.04529E-25,1.54807E-25,3.65882E-25,1.93885E-24,8.22571E-24,9.01E-24,5.46E-23,6.71E-22,4.16E-22,5.72E-22,6.80902E-22,4.00E-03,9.60E+00
5.61304E-26,7.18408E-26,1.67745E-25,1.17765E-24,5.93079E-24,6.59E-24,4.44E-23,5.61E-22,3.48E-22,4.82E-22,5.76411E-22,4.00E-03,9.70E+00
2.23601E-26,3.42072E-26,8.86711E-26,7.85219E-25,4.39624E-24,4.89E-24,2.94E-23,3.40E-22,2.11E-22,2.81E-22,3.23026E-22,4.00E-03,9.80E+00
3.64993E-26,4.13289E-26,7.04496E-26,4.71857E-25,3.01086E-24,3.41E-24,2.72E-23,3.57E-22,2.22E-22,3.10E-22,3.71574E-22,4.00E-03,9.90E+00
3.10097E-26,3.08999E-26,4.08173E-26,3.02157E-25,2.4075E-24,2.77E-24,2.43E-23,3.22E-22,2.00E-22,2.79E-22,3.34087E-22,4.00E-03,1.00E+01
8.77517E-27,9.76145E-27,1.71165E-26,1.93726E-25,1.62837E-24,1.86E-24,1.38E-23,1.67E-22,1.04E-22,1.38E-22,1.5731E-22,4.00E-03,1.01E+01
3.44286E-26,3.32464E-26,3.67442E-26,1.48187E-25,1.45809E-24,1.72E-24,2.08E-23,3.02E-22,1.87E-22,2.69E-22,3.30905E-22,4.00E-03,1.02E+01
9.47084E-27,9.0619E-27,9.51757E-27,3.92432E-26,5.35704E-25,6.39E-25,8.22E-24,1.17E-22,7.23E-23,1.02E-22,1.20503E-22,4.00E-03,1.03E+01
5.27787E-27,4.84924E-27,4.84645E-27,2.26384E-26,4.41423E-25,5.39E-25,8.37E-24,1.25E-22,7.75E-23,1.12E-22,1.35359E-22,4.00E-03,1.04E+01
4.61713E-27,6.57431E-27,1.69373E-26,6.35532E-26,4.68704E-25,5.46E-25,6.81E-24,9.72E-23,6.03E-23,8.58E-23,1.02728E-22,4.00E-03,1.05E+01
2.57147E-25,3.13737E-25,3.55643E-25,4.5939E-25,9.42522E-25,1.01E-24,7.05E-24,9.41E-23,5.84E-23,8.24E-23,9.812E-23,4.00E-03,1.06E+01
7.20304E-25,7.50973E-25,7.57358E-25,8.36078E-25,1.19473E-24,1.27E-24,9.52E-24,1.51E-22,9.40E-23,1.41E-22,1.78267E-22,4.00E-03,1.07E+01
4.54378E-25,4.46562E-25,4.37042E-25,4.41753E-25,5.29222E-25,5.56E-25,3.52E-24,5.71E-23,3.55E-23,5.27E-23,6.49303E-23,4.00E-03,1.08E+01
9.47217E-25,8.38024E-25,7.86926E-25,6.82229E-25,6.36577E-25,6.77E-25,3.49E-24,5.79E-23,3.59E-23,5.37E-23,6.69295E-23,4.00E-03,1.09E+01
2.17697E-25,1.92633E-25,1.85512E-25,1.82503E-25,2.23712E-25,2.56E-25,3.83E-24,6.66E-23,4.13E-23,6.26E-23,8.03707E-23,4.00E-03,1.10E+01
9.40944E-20,8.61905E-20,8.09357E-20,6.93021E-20,4.65581E-20,4.86E-20,7.43E-21,1.55E-20,9.64E-21,5.77E-21,3.0732E-21,6.00E-03,6.00E+00
1.1396E-19,1.04958E-19,9.96946E-20,8.65426E-20,5.88624E-20,6.13E-20,9.42E-21,1.98E-20,1.23E-20,7.34E-21,3.89715E-21,6.00E-03,6.10E+00
1.31648E-19,1.21325E-19,1.16453E-19,1.02851E-19,7.17758E-20,7.47E-20,1.18E-20,2.50E-20,1.55E-20,9.29E-21,4.92317E-21,6.00E-03,6.20E+00
1.53776E-19,1.41716E-19,1.38204E-19,1.25453E-19,9.24086E-20,9.59E-20,1.62E-20,3.55E-20,2.20E-20,1.35E-20,7.27542E-21,6.00E-03,6.30E+00
1.41064E-19,1.30749E-19,1.28294E-19,1.18695E-19,9.27343E-20,9.58E-20,2.04E-20,5.81E-20,3.61E-20,2.85E-20,2.10465E-20,6.00E-03,6.40E+00
1.04603E-19,9.59018E-20,9.34606E-20,8.59596E-20,6.54019E-20,6.77E-20,1.38E-20,3.89E-20,2.41E-20,1.91E-20,1.41923E-20,6.00E-03,6.50E+00
8.01676E-20,7.2876E-20,7.10542E-20,6.56097E-20,4.96465E-20,5.13E-20,1.05E-20,2.75E-20,1.71E-20,1.28E-20,8.98807E-21,6.00E-03,6.60E+00
6.14083E-20,5.54101E-20,5.42635E-20,5.0285E-20,3.82465E-20,3.95E-20,8.51E-21,2.78E-20,1.73E-20,1.67E-20,1.57052E-20,6.00E-03,6.70E+00
4.46877E-20,4.01924E-20,3.93073E-20,3.61775E-20,2.77976E-20,2.87E-20,6.90E-21,3.61E-20,2.24E-20,2.87E-20,3.30455E-20,6.00E-03,6.80E+00
3.27502E-20,2.94961E-20,2.88025E-20,2.63296E-20,2.06541E-20,2.13E-20,5.22E-21,3.48E-20,2.16E-20,3.14E-20,3.98524E-20,6.00E-03,6.90E+00
2.24231E-20,2.01897E-20,1.9648E-20,1.77049E-20,1.44016E-20,1.49E-20,3.87E-21,2.87E-20,1.78E-20,2.66E-20,3.44029E-20,6.00E-03,7.00E+00
1.61753E-20,1.46563E-20,1.42936E-20,1.29209E-20,1.08356E-20,1.12E-20,3.12E-21,2.25E-20,1.40E-20,2.04E-20,2.593E-20,6.00E-03,7.10E+00
1.16862E-20,1.06056E-20,1.04802E-20,9.68345E-21,8.13635E-21,8.38E-21,2.51E-21,1.71E-20,1.06E-20,1.47E-20,1.80034E-20,6.00E-03,7.20E+00
8.78777E-21,8.09544E-21,8.06449E-21,7.65704E-21,6.65109E-21,6.82E-21,2.40E-21,1.22E-20,7.56E-21,9.14E-21,1.02363E-20,6.00E-03,7.30E+00
6.91558E-21,6.43805E-21,6.41216E-21,6.14657E-21,5.42543E-21,5.55E-21,2.22E-21,1.06E-20,6.61E-21,7.64E-21,8.20717E-21,6.00E-03,7.40E+00
5.29842E-21,4.99872E-21,4.97162E-21,4.82749E-21,4.34742E-21,4.43E-21,1.97E-21,8.88E-21,5.51E-21,6.05E-21,6.14429E-21,6.00E-03,7.50E+00
4.16583E-21,3.98204E-21,3.95625E-21,3.89194E-21,3.57795E-21,3.64E-21,1.81E-21,8.58E-21,5.32E-21,5.88E-21,5.94192E-21,6.00E-03,7.60E+00
3.26261E-21,3.16134E-21,3.14169E-21,3.14005E-21,2.9511E-21,2.99E-21,1.62E-21,7.15E-21,4.44E-21,4.68E-21,4.4987E-21,6.00E-03,7.70E+00
2.50099E-21,2.45403E-21,2.43749E-21,2.47533E-21,2.37963E-21,2.40E-21,1.45E-21,7.06E-21,4.38E-21,4.79E-21,4.74076E-21,6.00E-03,7.80E+00
1.99596E-21,1.98446E-21,1.97416E-21,2.04229E-21,2.01327E-21,2.03E-21,1.36E-21,7.62E-21,4.73E-21,6.02E-21,6.93003E-21,6.00E-03,7.90E+00
1.55999E-21,1.57457E-21,1.57062E-21,1.65228E-21,1.66265E-21,1.67E-21,1.18E-21,7.21E-21,4.47E-21,5.91E-21,7.02564E-21,6.00E-03,8.00E+00
1.14365E-21,1.1732E-21,1.1777E-21,1.26611E-21,1.30813E-21,1.31E-21,1.07E-21,7.07E-21,4.39E-21,5.91E-21,7.11887E-21,6.00E-03,8.10E+00
8.6071E-22,8.98842E-22,9.09858E-22,9.98893E-22,1.05451E-21,1.05E-21,8.81E-22,5.23E-21,3.24E-21,4.07E-21,4.63407E-21,6.00E-03,8.20E+00
6.16172E-22,6.56714E-22,6.72742E-22,7.55485E-22,8.20747E-22,8.20E-22,8.07E-22,5.34E-21,3.31E-21,4.42E-21,5.26043E-21,6.00E-03,8.30E+00
4.03347E-22,4.41029E-22,4.59264E-22,5.28108E-22,5.93073E-22,5.92E-22,6.89E-22,5.19E-21,3.22E-21,4.63E-21,5.83715E-21,6.00E-03,8.40E+00
2.54846E-22,2.88672E-22,3.07908E-22,3.63735E-22,4.26021E-22,4.26E-22,5.64E-22,3.66E-21,2.27E-21,2.93E-21,3.38869E-21,6.00E-03,8.50E+00
1.54146E-22,1.83532E-22,2.03361E-22,2.48004E-22,3.04968E-22,3.05E-22,4.84E-22,3.60E-21,2.23E-21,3.13E-21,3.8689E-21,6.00E-03,8.60E+00
7.99878E-23,1.02953E-22,1.22593E-22,1.57122E-22,2.06623E-22,2.07E-22,4.23E-22,3.81E-21,2.36E-21,3.46E-21,4.40153E-21,6.00E-03,8.70E+00
3.8637E-23,5.45008E-23,7.30726E-23,1.00699E-22,1.42002E-22,1.43E-22,3.60E-22,3.84E-21,2.38E-21,3.56E-21,4.58697E-21,6.00E-03,8.80E+00
1.77848E-23,2.71344E-23,4.40737E-23,6.88586E-23,1.05959E-22,1.07E-22,2.93E-22,2.90E-21,1.80E-21,2.57E-21,3.19562E-21,6.00E-03,8.90E+00
8.24227E-24,1.23455E-23,2.35312E-23,4.36849E-23,7.55106E-23,7.73E-23,2.62E-22,3.02E-21,1.88E-21,2.76E-21,3.4854E-21,6.00E-03,9.00E+00
4.67382E-24,6.46234E-24,1.24518E-23,2.7922E-23,5.51052E-23,5.69E-23,2.05E-22,2.28E-21,1.42E-21,2.03E-21,2.51515E-21,6.00E-03,9.10E+00
2.09751E-24,2.94389E-24,5.75226E-24,1.58766E-23,3.7232E-23,3.89E-23,1.68E-22,2.13E-21,1.32E-21,1.96E-21,2.50182E-21,6.00E-03,9.20E+00
1.25428E-24,1.72199E-24,2.96033E-24,8.86031E-24,2.43641E-23,2.58E-23,1.20E-22,1.42E-21,8.83E-22,1.26E-21,1.55072E-21,6.00E-03,9.30E+00
4.308E-25,6.45467E-25,1.2229E-24,4.45608E-24,1.52497E-23,1.65E-23,9.05E-23,1.12E-21,6.93E-22,9.91E-22,1.21786E-21,6.00E-03,9.40E+00
2.07595E-25,3.02277E-25,5.55277E-25,2.31655E-24,9.66713E-24,1.07E-23,6.74E-23,8.56E-22,5.32E-22,7.59E-22,9.29261E-22,6.00E-03,9.50E+00
7.12539E-26,9.81228E-26,2.12024E-25,1.20492E-24,6.33523E-24,7.13E-24,5.19E-23,6.73E-22,4.18E-22,5.94E-22,7.23041E-22,6.00E-03,9.60E+00
2.68729E-26,3.51378E-26,8.30529E-26,6.92057E-25,4.35833E-24,4.95E-24,3.42E-23,4.20E-22,2.61E-22,3.64E-22,4.35012E-22,6.00E-03,9.70E+00
3.90488E-26,4.15595E-26,6.55996E-26,4.53767E-25,3.20384E-24,3.69E-24,3.14E-23,4.20E-22,2.60E-22,3.72E-22,4.53577E-22,6.00E-03,9.80E+00
3.45044E-26,3.7611E-26,5.32819E-26,2.79121E-25,2.30914E-24,2.69E-24,2.55E-23,3.45E-22,2.14E-22,3.04E-22,3.68625E-22,6.00E-03,9.90E+00
9.19071E-27,9.39498E-27,1.34859E-26,1.57942E-25,1.65677E-24,1.94E-24,1.65E-23,2.07E-22,1.29E-22,1.78E-22,2.09133E-22,6.00E-03,1.00E+01
2.72343E-26,2.58391E-26,2.71103E-26,1.03825E-25,1.19738E-24,1.43E-24,1.73E-23,2.52E-22,1.56E-22,2.28E-22,2.8179E-22,6.00E-03,1.01E+01
8.92586E-27,8.52829E-27,9.8485E-27,7.63784E-26,1.0355E-24,1.23E-24,1.29E-23,1.71E-22,1.06E-22,1.49E-22,1.77171E-22,6.00E-03,1.02E+01
2.55355E-26,2.4352E-26,2.44943E-26,4.38126E-26,5.27669E-25,6.49E-25,1.27E-23,2.08E-22,1.29E-22,1.96E-22,2.49057E-22,6.00E-03,1.03E+01
9.3148E-27,8.60745E-27,8.25075E-27,1.52368E-26,2.87242E-25,3.59E-25,7.31E-24,1.17E-22,7.29E-23,1.09E-22,1.35634E-22,6.00E-03,1.04E+01
3.23952E-27,2.93746E-27,2.74152E-27,7.58499E-27,2.16469E-25,2.70E-25,5.46E-24,8.73E-23,5.42E-23,8.09E-23,9.93873E-23,6.00E-03,1.05E+01
7.80213E-26,1.078E-25,1.41299E-25,2.1475E-25,5.01236E-25,5.46E-25,5.55E-24,8.25E-23,5.12E-23,7.64E-23,9.38392E-23,6.00E-03,1.06E+01
5.17386E-25,5.55907E-25,5.70492E-25,6.48632E-25,9.42927E-25,9.99E-25,8.74E-24,1.46E-22,9.06E-23,1.41E-22,1.81415E-22,6.00E-03,1.07E+01
9.27333E-25,8.92268E-25,8.76127E-25,8.64991E-25,8.50091E-25,8.73E-25,2.95E-24,5.22E-23,3.24E-23,5.11E-23,6.51476E-23,6.00E-03,1.08E+01
3.60409E-25,3.15163E-25,2.92838E-25,2.44829E-25,2.23748E-25,2.38E-25,1.86E-24,3.56E-23,2.21E-23,3.45E-23,4.30604E-23,6.00E-03,1.09E+01
1.84112E-25,1.6231E-25,1.56101E-25,1.52748E-25,1.3139E-25,1.43E-25,1.21E-24,2.10E-23,1.30E-23,1.97E-23,2.46238E-23,6.00E-03,1.10E+01
9.78428E-20,8.99452E-20,8.50485E-20,7.33743E-20,4.95087E-20,5.16E-20,7.92E-21,1.66E-20,1.03E-20,6.19E-21,3.31262E-21,8.00E-03,6.00E+00
1.19895E-19,1.10573E-19,1.05894E-19,9.30713E-20,6.39261E-20,6.66E-20,1.03E-20,2.18E-20,1.35E-20,8.13E-21,4.32485E-21,8.00E-03,6.10E+00
1.37063E-19,1.26183E-19,1.22203E-19,1.09409E-19,7.74027E-20,8.05E-20,1.28E-20,2.74E-20,1.70E-20,1.02E-20,5.45326E-21,8.00E-03,6.20E+00
1.52955E-19,1.40465E-19,1.37791E-19,1.26113E-19,9.35539E-20,9.71E-20,1.62E-20,3.51E-20,2.18E-20,1.32E-20,7.02331E-21,8.00E-03,6.30E+00
1.3831E-19,1.26947E-19,1.25172E-19,1.16103E-19,8.90147E-20,9.22E-20,1.69E-20,4.04E-20,2.51E-20,1.70E-20,1.04636E-20,8.00E-03,6.40E+00
1.04655E-19,9.5755E-20,9.40474E-20,8.76888E-20,6.80188E-20,7.03E-20,1.42E-20,3.54E-20,2.20E-20,1.54E-20,9.65509E-21,8.00E-03,6.50E+00
7.85479E-20,7.1006E-20,6.95601E-20,6.45597E-20,4.93315E-20,5.10E-20,1.03E-20,2.69E-20,1.67E-20,1.26E-20,8.92108E-21,8.00E-03,6.60E+00
5.96557E-20,5.36477E-20,5.26715E-20,4.89196E-20,3.7682E-20,3.89E-20,8.28E-21,2.83E-20,1.76E-20,1.79E-20,1.77604E-20,8.00E-03,6.70E+00
4.32915E-20,3.88086E-20,3.80391E-20,3.50056E-20,2.74419E-20,2.83E-20,6.53E-21,3.27E-20,2.03E-20,2.64E-20,3.08206E-20,8.00E-03,6.80E+00
3.15303E-20,2.83342E-20,2.77696E-20,2.5463E-20,2.05859E-20,2.12E-20,5.07E-21,3.43E-20,2.13E-20,3.25E-20,4.25177E-20,8.00E-03,6.90E+00
2.15318E-20,1.94173E-20,1.89807E-20,1.72796E-20,1.45304E-20,1.50E-20,3.86E-21,2.85E-20,1.77E-20,2.74E-20,3.61976E-20,8.00E-03,7.00E+00
1.54073E-20,1.39483E-20,1.37666E-20,1.26756E-20,1.08263E-20,1.12E-20,3.09E-21,2.26E-20,1.40E-20,2.11E-20,2.73522E-20,8.00E-03,7.10E+00
1.13325E-20,1.03109E-20,1.03472E-20,9.78848E-21,8.38563E-21,8.62E-21,2.67E-21,1.54E-20,9.58E-21,1.29E-20,1.55537E-20,8.00E-03,7.20E+00
8.35306E-21,7.71958E-21,7.76021E-21,7.488E-21,6.63213E-21,6.79E-21,2.48E-21,1.22E-20,7.56E-21,9.17E-21,1.02897E-20,8.00E-03,7.30E+00
6.6329E-21,6.1934E-21,6.21797E-21,6.05005E-21,5.42726E-21,5.54E-21,2.17E-21,9.49E-21,5.89E-21,6.61E-21,6.96451E-21,8.00E-03,7.40E+00
5.16132E-21,4.89341E-21,4.9046E-21,4.83678E-21,4.43569E-21,4.51E-21,2.06E-21,9.24E-21,5.73E-21,6.35E-21,6.51773E-21,8.00E-03,7.50E+00
4.02087E-21,3.85921E-21,3.85807E-21,3.84514E-21,3.58279E-21,3.64E-21,1.78E-21,8.09E-21,5.02E-21,5.50E-21,5.541E-21,8.00E-03,7.60E+00
3.16601E-21,3.08316E-21,3.08335E-21,3.12383E-21,2.97951E-21,3.01E-21,1.64E-21,6.83E-21,4.24E-21,4.37E-21,4.10854E-21,8.00E-03,7.70E+00
2.40483E-21,2.37279E-21,2.37051E-21,2.43779E-21,2.36989E-21,2.39E-21,1.42E-21,6.99E-21,4.34E-21,5.02E-21,5.27027E-21,8.00E-03,7.80E+00
1.89058E-21,1.8939E-21,1.895E-21,1.98513E-21,1.98055E-21,1.99E-21,1.36E-21,7.63E-21,4.73E-21,6.16E-21,7.17663E-21,8.00E-03,7.90E+00
1.4448E-21,1.47225E-21,1.479E-21,1.58071E-21,1.61004E-21,1.61E-21,1.16E-21,6.96E-21,4.32E-21,5.69E-21,6.67692E-21,8.00E-03,8.00E+00
1.05943E-21,1.0989E-21,1.1114E-21,1.2132E-21,1.26546E-21,1.27E-21,1.01E-21,6.55E-21,4.06E-21,5.71E-21,7.03042E-21,8.00E-03,8.10E+00
7.73659E-22,8.19137E-22,8.37446E-22,9.37115E-22,1.00039E-21,9.98E-22,8.61E-22,5.56E-21,3.45E-21,4.87E-21,6.04096E-21,8.00E-03,8.20E+00
5.35767E-22,5.79556E-22,6.00592E-22,6.86854E-22,7.53858E-22,7.52E-22,7.78E-22,5.33E-21,3.31E-21,4.69E-21,5.80368E-21,8.00E-03,8.30E+00
3.49541E-22,3.89033E-22,4.11128E-22,4.81399E-22,5.46463E-22,5.46E-22,6.65E-22,4.73E-21,2.93E-21,4.20E-21,5.21942E-21,8.00E-03,8.40E+00
2.1699E-22,2.5229E-22,2.75191E-22,3.32181E-22,3.93803E-22,3.93E-22,5.44E-22,3.69E-21,2.29E-21,3.25E-21,4.03884E-21,8.00E-03,8.50E+00
1.23523E-22,1.52554E-22,1.7528E-22,2.19878E-22,2.74991E-22,2.75E-22,4.74E-22,3.76E-21,2.33E-21,3.46E-21,4.41425E-21,8.00E-03,8.60E+00
6.10351E-23,8.27227E-23,1.05572E-22,1.41446E-22,1.90029E-22,1.91E-22,4.13E-22,3.69E-21,2.29E-21,3.38E-21,4.30404E-21,8.00E-03,8.70E+00
2.57001E-23,3.79936E-23,5.68034E-23,8.4406E-23,1.23866E-22,1.26E-22,3.62E-22,4.28E-21,2.66E-21,4.16E-21,5.48251E-21,8.00E-03,8.80E+00
1.09062E-23,1.68263E-23,3.11385E-23,5.49216E-23,8.93011E-23,9.11E-23,2.74E-22,2.86E-21,1.77E-21,2.61E-21,3.29524E-21,8.00E-03,8.90E+00
5.54919E-24,7.99772E-24,1.60491E-23,3.45078E-23,6.41381E-23,6.62E-23,2.22E-22,2.28E-21,1.41E-21,2.01E-21,2.46453E-21,8.00E-03,9.00E+00
3.45038E-24,4.64185E-24,8.51918E-24,2.12707E-23,4.5926E-23,4.80E-23,1.75E-22,1.70E-21,1.05E-21,1.42E-21,1.66269E-21,8.00E-03,9.10E+00
1.63392E-24,2.29526E-24,4.10682E-24,1.18879E-23,3.06969E-23,3.25E-23,1.34E-22,1.38E-21,8.57E-22,1.18E-21,1.3993E-21,8.00E-03,9.20E+00
7.65635E-25,1.05382E-24,1.80065E-24,6.03464E-24,1.96336E-23,2.13E-23,1.09E-22,1.33E-21,8.25E-22,1.21E-21,1.51194E-21,8.00E-03,9.30E+00
4.70921E-25,6.58161E-25,1.04362E-24,3.36007E-24,1.26792E-23,1.40E-23,8.38E-23,1.05E-21,6.50E-22,9.45E-22,1.16973E-21,8.00E-03,9.40E+00
1.31294E-25,1.90733E-25,3.63629E-25,1.59971E-24,7.8902E-24,8.90E-24,6.30E-23,8.18E-22,5.08E-22,7.40E-22,9.15183E-22,8.00E-03,9.50E+00
7.10035E-26,8.88598E-26,1.5613E-25,8.10221E-25,5.06898E-24,5.82E-24,4.76E-23,6.43E-22,3.99E-22,5.87E-22,7.30351E-22,8.00E-03,9.60E+00
4.29206E-26,4.51273E-26,6.90155E-26,4.39763E-25,3.42136E-24,3.99E-24,3.68E-23,5.03E-22,3.12E-22,4.57E-22,5.64262E-22,8.00E-03,9.70E+00
3.45519E-26,3.43678E-26,4.49889E-26,2.7678E-25,2.52564E-24,2.98E-24,3.08E-23,4.34E-22,2.69E-22,3.98E-22,4.94983E-22,8.00E-03,9.80E+00
